stk.v.10.0
BEGIN IntervalList
"2019/01/21 20:51:12.273" "2019/01/21 20:51:12.473"
"2019/01/21 20:51:24.273" "2019/01/21 20:51:24.473"
"2019/01/21 20:51:36.273" "2019/01/21 20:51:36.473"
"2019/01/21 20:51:48.273" "2019/01/21 20:51:48.473"
"2019/01/21 20:52:00.273" "2019/01/21 20:52:00.473"
"2019/01/21 20:52:12.273" "2019/01/21 20:52:12.473"
"2019/01/21 20:52:24.273" "2019/01/21 20:52:24.473"
"2019/01/21 20:52:36.273" "2019/01/21 20:52:36.473"
"2019/01/21 20:52:48.273" "2019/01/21 20:52:48.473"
"2019/01/21 20:53:00.273" "2019/01/21 20:53:00.473"
"2019/01/21 20:53:12.273" "2019/01/21 20:53:12.473"
"2019/01/21 20:57:44.364" "2019/01/21 20:57:44.564"
"2019/01/21 20:57:56.364" "2019/01/21 20:57:56.564"
"2019/01/21 20:58:08.364" "2019/01/21 20:58:08.564"
"2019/01/21 20:58:20.364" "2019/01/21 20:58:20.564"
"2019/01/21 20:58:32.364" "2019/01/21 20:58:32.564"
"2019/01/21 20:58:44.364" "2019/01/21 20:58:44.564"
"2019/01/21 20:58:56.364" "2019/01/21 20:58:56.564"
"2019/01/21 20:59:08.364" "2019/01/21 20:59:08.564"
"2019/01/21 20:59:20.364" "2019/01/21 20:59:20.564"
"2019/01/21 20:59:32.364" "2019/01/21 20:59:32.564"
"2019/01/21 20:59:44.364" "2019/01/21 20:59:44.564"
"2019/01/21 20:59:56.364" "2019/01/21 20:59:56.564"
"2019/01/21 21:00:08.364" "2019/01/21 21:00:08.564"
"2019/01/21 21:00:46.818" "2019/01/21 21:00:47.018"
"2019/01/21 21:00:58.818" "2019/01/21 21:00:59.018"
"2019/01/21 21:01:10.818" "2019/01/21 21:01:11.018"
"2019/01/21 21:01:22.818" "2019/01/21 21:01:23.018"
"2019/01/21 21:01:34.818" "2019/01/21 21:01:35.018"
"2019/01/21 21:01:46.818" "2019/01/21 21:01:47.018"
"2019/01/21 21:01:58.818" "2019/01/21 21:01:59.018"
"2019/01/21 21:02:10.818" "2019/01/21 21:02:11.018"
"2019/01/21 21:02:22.818" "2019/01/21 21:02:23.018"
"2019/01/21 21:02:34.818" "2019/01/21 21:02:35.018"
"2019/01/21 21:02:46.818" "2019/01/21 21:02:47.018"
"2019/01/21 21:02:58.818" "2019/01/21 21:02:59.018"
"2019/01/21 21:03:10.818" "2019/01/21 21:03:11.018"
"2019/01/21 21:07:42.909" "2019/01/21 21:07:43.109"
"2019/01/21 21:07:54.909" "2019/01/21 21:07:55.109"
"2019/01/21 21:08:06.909" "2019/01/21 21:08:07.109"
"2019/01/21 21:08:18.909" "2019/01/21 21:08:19.109"
"2019/01/21 21:08:30.909" "2019/01/21 21:08:31.109"
"2019/01/21 21:08:42.909" "2019/01/21 21:08:43.109"
"2019/01/21 21:08:54.909" "2019/01/21 21:08:55.109"
"2019/01/21 21:09:06.909" "2019/01/21 21:09:07.109"
"2019/01/21 21:09:18.909" "2019/01/21 21:09:19.109"
"2019/01/21 21:09:30.909" "2019/01/21 21:09:31.109"
"2019/01/21 21:09:42.909" "2019/01/21 21:09:43.109"
"2019/01/21 21:09:54.909" "2019/01/21 21:09:55.109"
"2019/01/21 21:10:06.909" "2019/01/21 21:10:07.109"
"2019/01/21 21:10:45.364" "2019/01/21 21:10:45.564"
"2019/01/21 21:10:57.364" "2019/01/21 21:10:57.564"
"2019/01/21 21:11:09.364" "2019/01/21 21:11:09.564"
"2019/01/21 21:11:21.364" "2019/01/21 21:11:21.564"
"2019/01/21 21:11:33.364" "2019/01/21 21:11:33.564"
"2019/01/21 21:11:45.364" "2019/01/21 21:11:45.564"
"2019/01/21 21:11:57.364" "2019/01/21 21:11:57.564"
"2019/01/21 21:12:09.364" "2019/01/21 21:12:09.564"
"2019/01/21 21:12:21.364" "2019/01/21 21:12:21.564"
"2019/01/21 21:12:33.364" "2019/01/21 21:12:33.564"
"2019/01/21 21:12:45.364" "2019/01/21 21:12:45.564"
"2019/01/21 21:12:57.364" "2019/01/21 21:12:57.564"
"2019/01/21 21:13:09.364" "2019/01/21 21:13:09.564"
"2019/01/21 21:17:41.455" "2019/01/21 21:17:41.655"
"2019/01/21 21:17:53.455" "2019/01/21 21:17:53.655"
"2019/01/21 21:18:05.455" "2019/01/21 21:18:05.655"
"2019/01/21 21:18:17.455" "2019/01/21 21:18:17.655"
"2019/01/21 21:18:29.455" "2019/01/21 21:18:29.655"
"2019/01/21 21:18:41.455" "2019/01/21 21:18:41.655"
"2019/01/21 21:18:53.455" "2019/01/21 21:18:53.655"
"2019/01/21 21:19:05.455" "2019/01/21 21:19:05.655"
"2019/01/21 21:19:17.455" "2019/01/21 21:19:17.655"
"2019/01/21 21:19:29.455" "2019/01/21 21:19:29.655"
"2019/01/21 21:19:41.455" "2019/01/21 21:19:41.655"
"2019/01/21 21:19:53.455" "2019/01/21 21:19:53.655"
"2019/01/21 21:20:05.455" "2019/01/21 21:20:05.655"
"2019/01/21 21:20:43.909" "2019/01/21 21:20:44.109"
"2019/01/21 21:20:55.909" "2019/01/21 21:20:56.109"
"2019/01/21 21:21:07.909" "2019/01/21 21:21:08.109"
"2019/01/21 21:21:19.909" "2019/01/21 21:21:20.109"
"2019/01/21 21:21:31.909" "2019/01/21 21:21:32.109"
"2019/01/21 21:21:43.909" "2019/01/21 21:21:44.109"
"2019/01/21 21:21:55.909" "2019/01/21 21:21:56.109"
"2019/01/21 21:22:07.909" "2019/01/21 21:22:08.109"
"2019/01/21 21:22:19.909" "2019/01/21 21:22:20.109"
"2019/01/21 21:22:31.909" "2019/01/21 21:22:32.109"
"2019/01/21 21:22:43.909" "2019/01/21 21:22:44.109"
"2019/01/21 21:22:55.909" "2019/01/21 21:22:56.109"
"2019/01/21 21:23:07.909" "2019/01/21 21:23:08.109"
"2019/01/21 21:27:40.000" "2019/01/21 21:27:40.200"
"2019/01/21 21:27:52.000" "2019/01/21 21:27:52.200"
"2019/01/21 21:28:04.000" "2019/01/21 21:28:04.200"
"2019/01/21 21:28:16.000" "2019/01/21 21:28:16.200"
"2019/01/21 21:28:28.000" "2019/01/21 21:28:28.200"
"2019/01/21 21:28:40.000" "2019/01/21 21:28:40.200"
"2019/01/21 21:28:52.000" "2019/01/21 21:28:52.200"
"2019/01/21 21:29:04.000" "2019/01/21 21:29:04.200"
"2019/01/21 21:29:16.000" "2019/01/21 21:29:16.200"
"2019/01/21 21:29:28.000" "2019/01/21 21:29:28.200"
"2019/01/21 21:29:40.000" "2019/01/21 21:29:40.200"
"2019/01/21 21:29:52.000" "2019/01/21 21:29:52.200"
"2019/01/21 21:30:04.000" "2019/01/21 21:30:04.200"
"2019/01/21 21:30:42.455" "2019/01/21 21:30:42.655"
"2019/01/21 21:30:54.455" "2019/01/21 21:30:54.655"
"2019/01/21 21:31:06.455" "2019/01/21 21:31:06.655"
"2019/01/21 21:31:18.455" "2019/01/21 21:31:18.655"
"2019/01/21 21:31:30.455" "2019/01/21 21:31:30.655"
"2019/01/21 21:31:42.455" "2019/01/21 21:31:42.655"
"2019/01/21 21:31:54.455" "2019/01/21 21:31:54.655"
"2019/01/21 21:32:06.455" "2019/01/21 21:32:06.655"
"2019/01/21 21:32:18.455" "2019/01/21 21:32:18.655"
"2019/01/21 21:32:30.455" "2019/01/21 21:32:30.655"
"2019/01/21 21:32:42.455" "2019/01/21 21:32:42.655"
"2019/01/21 21:32:54.455" "2019/01/21 21:32:54.655"
"2019/01/21 21:33:06.455" "2019/01/21 21:33:06.655"
"2019/01/21 21:37:38.545" "2019/01/21 21:37:38.745"
"2019/01/21 21:37:50.545" "2019/01/21 21:37:50.745"
"2019/01/21 21:38:02.545" "2019/01/21 21:38:02.745"
"2019/01/21 21:38:14.545" "2019/01/21 21:38:14.745"
"2019/01/21 21:38:26.545" "2019/01/21 21:38:26.745"
"2019/01/21 21:38:38.545" "2019/01/21 21:38:38.745"
"2019/01/21 21:38:50.545" "2019/01/21 21:38:50.745"
"2019/01/21 21:39:02.545" "2019/01/21 21:39:02.745"
"2019/01/21 21:39:14.545" "2019/01/21 21:39:14.745"
"2019/01/21 21:39:26.545" "2019/01/21 21:39:26.745"
"2019/01/21 21:39:38.545" "2019/01/21 21:39:38.745"
"2019/01/21 21:39:50.545" "2019/01/21 21:39:50.745"
"2019/01/21 21:40:02.545" "2019/01/21 21:40:02.745"
"2019/01/21 21:40:41.000" "2019/01/21 21:40:41.200"
"2019/01/21 21:40:53.000" "2019/01/21 21:40:53.200"
"2019/01/21 21:41:05.000" "2019/01/21 21:41:05.200"
"2019/01/21 21:41:17.000" "2019/01/21 21:41:17.200"
"2019/01/21 21:41:29.000" "2019/01/21 21:41:29.200"
"2019/01/21 21:41:41.000" "2019/01/21 21:41:41.200"
"2019/01/21 21:41:53.000" "2019/01/21 21:41:53.200"
"2019/01/21 21:42:05.000" "2019/01/21 21:42:05.200"
"2019/01/21 21:42:17.000" "2019/01/21 21:42:17.200"
"2019/01/21 21:42:29.000" "2019/01/21 21:42:29.200"
"2019/01/21 21:42:41.000" "2019/01/21 21:42:41.200"
"2019/01/21 21:42:53.000" "2019/01/21 21:42:53.200"
"2019/01/21 21:43:05.000" "2019/01/21 21:43:05.200"
"2019/01/21 21:47:37.091" "2019/01/21 21:47:37.291"
"2019/01/21 21:47:49.091" "2019/01/21 21:47:49.291"
"2019/01/21 21:48:01.091" "2019/01/21 21:48:01.291"
"2019/01/21 21:48:13.091" "2019/01/21 21:48:13.291"
"2019/01/21 21:48:25.091" "2019/01/21 21:48:25.291"
"2019/01/21 21:48:37.091" "2019/01/21 21:48:37.291"
"2019/01/21 21:48:49.091" "2019/01/21 21:48:49.291"
"2019/01/21 21:49:01.091" "2019/01/21 21:49:01.291"
"2019/01/21 21:49:13.091" "2019/01/21 21:49:13.291"
"2019/01/21 21:49:25.091" "2019/01/21 21:49:25.291"
"2019/01/21 21:49:37.091" "2019/01/21 21:49:37.291"
"2019/01/21 21:49:49.091" "2019/01/21 21:49:49.291"
"2019/01/21 21:50:01.091" "2019/01/21 21:50:01.291"
"2019/01/21 21:50:39.545" "2019/01/21 21:50:39.745"
"2019/01/21 21:50:51.545" "2019/01/21 21:50:51.745"
"2019/01/21 21:51:03.545" "2019/01/21 21:51:03.745"
"2019/01/21 21:51:15.545" "2019/01/21 21:51:15.745"
"2019/01/21 21:51:27.545" "2019/01/21 21:51:27.745"
"2019/01/21 21:51:39.545" "2019/01/21 21:51:39.745"
"2019/01/21 21:51:51.545" "2019/01/21 21:51:51.745"
"2019/01/21 21:52:03.545" "2019/01/21 21:52:03.745"
"2019/01/21 21:52:15.545" "2019/01/21 21:52:15.745"
"2019/01/21 21:52:27.545" "2019/01/21 21:52:27.745"
"2019/01/21 21:52:39.545" "2019/01/21 21:52:39.745"
"2019/01/21 21:52:51.545" "2019/01/21 21:52:51.745"
"2019/01/21 21:53:03.545" "2019/01/21 21:53:03.745"
"2019/01/21 21:57:35.636" "2019/01/21 21:57:35.836"
"2019/01/21 21:57:47.636" "2019/01/21 21:57:47.836"
"2019/01/21 21:57:59.636" "2019/01/21 21:57:59.836"
"2019/01/21 21:58:11.636" "2019/01/21 21:58:11.836"
"2019/01/21 21:58:23.636" "2019/01/21 21:58:23.836"
"2019/01/21 21:58:35.636" "2019/01/21 21:58:35.836"
"2019/01/21 21:58:47.636" "2019/01/21 21:58:47.836"
"2019/01/21 21:58:59.636" "2019/01/21 21:58:59.836"
"2019/01/21 21:59:11.636" "2019/01/21 21:59:11.836"
"2019/01/21 21:59:23.636" "2019/01/21 21:59:23.836"
"2019/01/21 21:59:35.636" "2019/01/21 21:59:35.836"
"2019/01/21 21:59:47.636" "2019/01/21 21:59:47.836"
"2019/01/21 21:59:59.636" "2019/01/21 21:59:59.836"
"2019/01/21 22:00:38.091" "2019/01/21 22:00:38.291"
"2019/01/21 22:00:50.091" "2019/01/21 22:00:50.291"
"2019/01/21 22:01:02.091" "2019/01/21 22:01:02.291"
"2019/01/21 22:01:14.091" "2019/01/21 22:01:14.291"
"2019/01/21 22:01:26.091" "2019/01/21 22:01:26.291"
"2019/01/21 22:01:38.091" "2019/01/21 22:01:38.291"
"2019/01/21 22:01:50.091" "2019/01/21 22:01:50.291"
"2019/01/21 22:02:02.091" "2019/01/21 22:02:02.291"
"2019/01/21 22:02:14.091" "2019/01/21 22:02:14.291"
"2019/01/21 22:02:26.091" "2019/01/21 22:02:26.291"
"2019/01/21 22:02:38.091" "2019/01/21 22:02:38.291"
"2019/01/21 22:02:50.091" "2019/01/21 22:02:50.291"
"2019/01/21 22:03:02.091" "2019/01/21 22:03:02.291"
"2019/01/21 22:07:34.182" "2019/01/21 22:07:34.382"
"2019/01/21 22:07:46.182" "2019/01/21 22:07:46.382"
"2019/01/21 22:07:58.182" "2019/01/21 22:07:58.382"
"2019/01/21 22:08:10.182" "2019/01/21 22:08:10.382"
"2019/01/21 22:08:22.182" "2019/01/21 22:08:22.382"
"2019/01/21 22:08:34.182" "2019/01/21 22:08:34.382"
"2019/01/21 22:08:46.182" "2019/01/21 22:08:46.382"
"2019/01/21 22:08:58.182" "2019/01/21 22:08:58.382"
"2019/01/21 22:09:10.182" "2019/01/21 22:09:10.382"
"2019/01/21 22:09:22.182" "2019/01/21 22:09:22.382"
"2019/01/21 22:09:34.182" "2019/01/21 22:09:34.382"
"2019/01/21 22:09:46.182" "2019/01/21 22:09:46.382"
"2019/01/21 22:09:58.182" "2019/01/21 22:09:58.382"
"2019/01/21 22:10:36.636" "2019/01/21 22:10:36.836"
"2019/01/21 22:10:48.636" "2019/01/21 22:10:48.836"
"2019/01/21 22:11:00.636" "2019/01/21 22:11:00.836"
"2019/01/21 22:11:12.636" "2019/01/21 22:11:12.836"
"2019/01/21 22:11:24.636" "2019/01/21 22:11:24.836"
"2019/01/21 22:11:36.636" "2019/01/21 22:11:36.836"
"2019/01/21 22:11:48.636" "2019/01/21 22:11:48.836"
"2019/01/21 22:12:00.636" "2019/01/21 22:12:00.836"
"2019/01/21 22:12:12.636" "2019/01/21 22:12:12.836"
"2019/01/21 22:12:24.636" "2019/01/21 22:12:24.836"
"2019/01/21 22:12:36.636" "2019/01/21 22:12:36.836"
"2019/01/21 22:12:48.636" "2019/01/21 22:12:48.836"
"2019/01/21 22:13:00.636" "2019/01/21 22:13:00.836"
"2019/01/21 22:17:32.727" "2019/01/21 22:17:32.927"
"2019/01/21 22:17:44.727" "2019/01/21 22:17:44.927"
"2019/01/21 22:17:56.727" "2019/01/21 22:17:56.927"
"2019/01/21 22:18:08.727" "2019/01/21 22:18:08.927"
"2019/01/21 22:18:20.727" "2019/01/21 22:18:20.927"
"2019/01/21 22:18:32.727" "2019/01/21 22:18:32.927"
"2019/01/21 22:18:44.727" "2019/01/21 22:18:44.927"
"2019/01/21 22:18:56.727" "2019/01/21 22:18:56.927"
"2019/01/21 22:19:08.727" "2019/01/21 22:19:08.927"
"2019/01/21 22:19:20.727" "2019/01/21 22:19:20.927"
"2019/01/21 22:19:32.727" "2019/01/21 22:19:32.927"
"2019/01/21 22:19:44.727" "2019/01/21 22:19:44.927"
"2019/01/21 22:19:56.727" "2019/01/21 22:19:56.927"
"2019/01/21 22:20:35.182" "2019/01/21 22:20:35.382"
"2019/01/21 22:20:47.182" "2019/01/21 22:20:47.382"
"2019/01/21 22:20:59.182" "2019/01/21 22:20:59.382"
"2019/01/21 22:21:11.182" "2019/01/21 22:21:11.382"
"2019/01/21 22:21:23.182" "2019/01/21 22:21:23.382"
"2019/01/21 22:21:35.182" "2019/01/21 22:21:35.382"
"2019/01/21 22:21:47.182" "2019/01/21 22:21:47.382"
"2019/01/21 22:21:59.182" "2019/01/21 22:21:59.382"
"2019/01/21 22:22:11.182" "2019/01/21 22:22:11.382"
"2019/01/21 22:22:23.182" "2019/01/21 22:22:23.382"
"2019/01/21 22:22:35.182" "2019/01/21 22:22:35.382"
"2019/01/21 22:22:47.182" "2019/01/21 22:22:47.382"
"2019/01/21 22:22:59.182" "2019/01/21 22:22:59.382"
"2019/01/21 22:27:31.273" "2019/01/21 22:27:31.473"
"2019/01/21 22:27:43.273" "2019/01/21 22:27:43.473"
"2019/01/21 22:27:55.273" "2019/01/21 22:27:55.473"
"2019/01/21 22:28:07.273" "2019/01/21 22:28:07.473"
"2019/01/21 22:28:19.273" "2019/01/21 22:28:19.473"
"2019/01/21 22:28:31.273" "2019/01/21 22:28:31.473"
"2019/01/21 22:28:43.273" "2019/01/21 22:28:43.473"
"2019/01/21 22:28:55.273" "2019/01/21 22:28:55.473"
"2019/01/21 22:29:07.273" "2019/01/21 22:29:07.473"
"2019/01/21 22:29:19.273" "2019/01/21 22:29:19.473"
"2019/01/21 22:29:31.273" "2019/01/21 22:29:31.473"
"2019/01/21 22:29:43.273" "2019/01/21 22:29:43.473"
"2019/01/21 22:29:55.273" "2019/01/21 22:29:55.473"
"2019/01/21 22:30:33.727" "2019/01/21 22:30:33.927"
"2019/01/21 22:30:45.727" "2019/01/21 22:30:45.927"
"2019/01/21 22:30:57.727" "2019/01/21 22:30:57.927"
"2019/01/21 22:31:09.727" "2019/01/21 22:31:09.927"
"2019/01/21 22:31:21.727" "2019/01/21 22:31:21.927"
"2019/01/21 22:31:33.727" "2019/01/21 22:31:33.927"
"2019/01/21 22:31:45.727" "2019/01/21 22:31:45.927"
"2019/01/21 22:31:57.727" "2019/01/21 22:31:57.927"
"2019/01/21 22:32:09.727" "2019/01/21 22:32:09.927"
"2019/01/21 22:32:21.727" "2019/01/21 22:32:21.927"
"2019/01/21 22:32:33.727" "2019/01/21 22:32:33.927"
"2019/01/21 22:32:45.727" "2019/01/21 22:32:45.927"
"2019/01/21 22:32:57.727" "2019/01/21 22:32:57.927"
"2019/01/21 22:37:29.818" "2019/01/21 22:37:30.018"
"2019/01/21 22:37:41.818" "2019/01/21 22:37:42.018"
"2019/01/21 22:37:53.818" "2019/01/21 22:37:54.018"
"2019/01/21 22:38:05.818" "2019/01/21 22:38:06.018"
"2019/01/21 22:38:17.818" "2019/01/21 22:38:18.018"
"2019/01/21 22:38:29.818" "2019/01/21 22:38:30.018"
"2019/01/21 22:38:41.818" "2019/01/21 22:38:42.018"
"2019/01/21 22:38:53.818" "2019/01/21 22:38:54.018"
"2019/01/21 22:39:05.818" "2019/01/21 22:39:06.018"
"2019/01/21 22:39:17.818" "2019/01/21 22:39:18.018"
"2019/01/21 22:39:29.818" "2019/01/21 22:39:30.018"
"2019/01/21 22:39:41.818" "2019/01/21 22:39:42.018"
"2019/01/21 22:39:53.818" "2019/01/21 22:39:54.018"
"2019/01/21 22:40:32.273" "2019/01/21 22:40:32.473"
"2019/01/21 22:40:44.273" "2019/01/21 22:40:44.473"
"2019/01/21 22:40:56.273" "2019/01/21 22:40:56.473"
"2019/01/21 22:41:08.273" "2019/01/21 22:41:08.473"
"2019/01/21 22:41:20.273" "2019/01/21 22:41:20.473"
"2019/01/21 22:41:32.273" "2019/01/21 22:41:32.473"
"2019/01/21 22:41:44.273" "2019/01/21 22:41:44.473"
"2019/01/21 22:41:56.273" "2019/01/21 22:41:56.473"
"2019/01/21 22:42:08.273" "2019/01/21 22:42:08.473"
"2019/01/21 22:42:20.273" "2019/01/21 22:42:20.473"
"2019/01/21 22:42:32.273" "2019/01/21 22:42:32.473"
"2019/01/21 22:42:44.273" "2019/01/21 22:42:44.473"
"2019/01/21 22:42:56.273" "2019/01/21 22:42:56.473"
"2019/01/21 22:47:29.364" "2019/01/21 22:47:29.564"
"2019/01/21 22:47:41.364" "2019/01/21 22:47:41.564"
"2019/01/21 22:47:53.364" "2019/01/21 22:47:53.564"
"2019/01/21 22:48:05.364" "2019/01/21 22:48:05.564"
"2019/01/21 22:48:17.364" "2019/01/21 22:48:17.564"
"2019/01/21 22:48:29.364" "2019/01/21 22:48:29.564"
"2019/01/21 22:48:41.364" "2019/01/21 22:48:41.564"
"2019/01/21 22:48:53.364" "2019/01/21 22:48:53.564"
"2019/01/21 22:49:05.364" "2019/01/21 22:49:05.564"
"2019/01/21 22:49:17.364" "2019/01/21 22:49:17.564"
"2019/01/21 22:49:29.364" "2019/01/21 22:49:29.564"
"2019/01/21 22:49:41.364" "2019/01/21 22:49:41.564"
"2019/01/21 22:49:53.364" "2019/01/21 22:49:53.564"
"2019/01/21 22:50:31.818" "2019/01/21 22:50:32.018"
"2019/01/21 22:50:43.818" "2019/01/21 22:50:44.018"
"2019/01/21 22:50:55.818" "2019/01/21 22:50:56.018"
"2019/01/21 22:51:07.818" "2019/01/21 22:51:08.018"
"2019/01/21 22:51:19.818" "2019/01/21 22:51:20.018"
"2019/01/21 22:51:31.818" "2019/01/21 22:51:32.018"
"2019/01/21 22:51:43.818" "2019/01/21 22:51:44.018"
"2019/01/21 22:51:55.818" "2019/01/21 22:51:56.018"
"2019/01/21 22:52:07.818" "2019/01/21 22:52:08.018"
"2019/01/21 22:52:19.818" "2019/01/21 22:52:20.018"
"2019/01/21 22:52:31.818" "2019/01/21 22:52:32.018"
"2019/01/21 22:52:43.818" "2019/01/21 22:52:44.018"
"2019/01/21 22:52:55.818" "2019/01/21 22:52:56.018"
"2019/01/21 22:57:28.909" "2019/01/21 22:57:29.109"
"2019/01/21 22:57:40.909" "2019/01/21 22:57:41.109"
"2019/01/21 22:57:52.909" "2019/01/21 22:57:53.109"
"2019/01/21 22:58:04.909" "2019/01/21 22:58:05.109"
"2019/01/21 22:58:16.909" "2019/01/21 22:58:17.109"
"2019/01/21 22:58:28.909" "2019/01/21 22:58:29.109"
"2019/01/21 22:58:40.909" "2019/01/21 22:58:41.109"
"2019/01/21 22:58:52.909" "2019/01/21 22:58:53.109"
"2019/01/21 22:59:04.909" "2019/01/21 22:59:05.109"
"2019/01/21 22:59:16.909" "2019/01/21 22:59:17.109"
"2019/01/21 22:59:28.909" "2019/01/21 22:59:29.109"
"2019/01/21 22:59:40.909" "2019/01/21 22:59:41.109"
"2019/01/21 22:59:52.909" "2019/01/21 22:59:53.109"
"2019/01/21 23:00:31.364" "2019/01/21 23:00:31.564"
"2019/01/21 23:00:43.364" "2019/01/21 23:00:43.564"
"2019/01/21 23:00:55.364" "2019/01/21 23:00:55.564"
"2019/01/21 23:01:07.364" "2019/01/21 23:01:07.564"
"2019/01/21 23:01:19.364" "2019/01/21 23:01:19.564"
"2019/01/21 23:01:31.364" "2019/01/21 23:01:31.564"
"2019/01/21 23:01:43.364" "2019/01/21 23:01:43.564"
"2019/01/21 23:01:55.364" "2019/01/21 23:01:55.564"
"2019/01/21 23:02:07.364" "2019/01/21 23:02:07.564"
"2019/01/21 23:02:19.364" "2019/01/21 23:02:19.564"
"2019/01/21 23:02:31.364" "2019/01/21 23:02:31.564"
"2019/01/21 23:02:43.364" "2019/01/21 23:02:43.564"
"2019/01/21 23:02:55.364" "2019/01/21 23:02:55.564"
"2019/01/21 23:07:28.455" "2019/01/21 23:07:28.655"
"2019/01/21 23:07:40.455" "2019/01/21 23:07:40.655"
"2019/01/21 23:07:52.455" "2019/01/21 23:07:52.655"
"2019/01/21 23:08:04.455" "2019/01/21 23:08:04.655"
"2019/01/21 23:08:16.455" "2019/01/21 23:08:16.655"
"2019/01/21 23:08:28.455" "2019/01/21 23:08:28.655"
"2019/01/21 23:08:40.455" "2019/01/21 23:08:40.655"
"2019/01/21 23:08:52.455" "2019/01/21 23:08:52.655"
"2019/01/21 23:09:04.455" "2019/01/21 23:09:04.655"
"2019/01/21 23:09:16.455" "2019/01/21 23:09:16.655"
"2019/01/21 23:09:28.455" "2019/01/21 23:09:28.655"
"2019/01/21 23:09:40.455" "2019/01/21 23:09:40.655"
"2019/01/21 23:09:52.455" "2019/01/21 23:09:52.655"
"2019/01/21 23:10:30.909" "2019/01/21 23:10:31.109"
"2019/01/21 23:10:42.909" "2019/01/21 23:10:43.109"
"2019/01/21 23:10:54.909" "2019/01/21 23:10:55.109"
"2019/01/21 23:11:06.909" "2019/01/21 23:11:07.109"
"2019/01/21 23:11:18.909" "2019/01/21 23:11:19.109"
"2019/01/21 23:11:30.909" "2019/01/21 23:11:31.109"
"2019/01/21 23:11:42.909" "2019/01/21 23:11:43.109"
"2019/01/21 23:11:54.909" "2019/01/21 23:11:55.109"
"2019/01/21 23:12:06.909" "2019/01/21 23:12:07.109"
"2019/01/21 23:12:18.909" "2019/01/21 23:12:19.109"
"2019/01/21 23:12:30.909" "2019/01/21 23:12:31.109"
"2019/01/21 23:12:42.909" "2019/01/21 23:12:43.109"
"2019/01/21 23:12:54.909" "2019/01/21 23:12:55.109"
"2019/01/21 23:17:28.000" "2019/01/21 23:17:28.200"
"2019/01/21 23:17:40.000" "2019/01/21 23:17:40.200"
"2019/01/21 23:17:52.000" "2019/01/21 23:17:52.200"
"2019/01/21 23:18:04.000" "2019/01/21 23:18:04.200"
"2019/01/21 23:18:16.000" "2019/01/21 23:18:16.200"
"2019/01/21 23:18:28.000" "2019/01/21 23:18:28.200"
"2019/01/21 23:18:40.000" "2019/01/21 23:18:40.200"
"2019/01/21 23:18:52.000" "2019/01/21 23:18:52.200"
"2019/01/21 23:19:04.000" "2019/01/21 23:19:04.200"
"2019/01/21 23:19:16.000" "2019/01/21 23:19:16.200"
"2019/01/21 23:19:28.000" "2019/01/21 23:19:28.200"
"2019/01/21 23:19:40.000" "2019/01/21 23:19:40.200"
"2019/01/21 23:19:52.000" "2019/01/21 23:19:52.200"
"2019/01/21 23:20:31.455" "2019/01/21 23:20:31.655"
"2019/01/21 23:20:43.455" "2019/01/21 23:20:43.655"
"2019/01/21 23:20:55.455" "2019/01/21 23:20:55.655"
"2019/01/21 23:21:07.455" "2019/01/21 23:21:07.655"
"2019/01/21 23:21:19.455" "2019/01/21 23:21:19.655"
"2019/01/21 23:21:31.455" "2019/01/21 23:21:31.655"
"2019/01/21 23:21:43.455" "2019/01/21 23:21:43.655"
"2019/01/21 23:21:55.455" "2019/01/21 23:21:55.655"
"2019/01/21 23:22:07.455" "2019/01/21 23:22:07.655"
"2019/01/21 23:22:19.455" "2019/01/21 23:22:19.655"
"2019/01/21 23:22:31.455" "2019/01/21 23:22:31.655"
"2019/01/21 23:22:43.455" "2019/01/21 23:22:43.655"
"2019/01/21 23:22:55.455" "2019/01/21 23:22:55.655"
"2019/01/21 23:27:28.545" "2019/01/21 23:27:28.745"
"2019/01/21 23:27:40.545" "2019/01/21 23:27:40.745"
"2019/01/21 23:27:52.545" "2019/01/21 23:27:52.745"
"2019/01/21 23:28:04.545" "2019/01/21 23:28:04.745"
"2019/01/21 23:28:16.545" "2019/01/21 23:28:16.745"
"2019/01/21 23:28:28.545" "2019/01/21 23:28:28.745"
"2019/01/21 23:28:40.545" "2019/01/21 23:28:40.745"
"2019/01/21 23:28:52.545" "2019/01/21 23:28:52.745"
"2019/01/21 23:29:04.545" "2019/01/21 23:29:04.745"
"2019/01/21 23:29:16.545" "2019/01/21 23:29:16.745"
"2019/01/21 23:29:28.545" "2019/01/21 23:29:28.745"
"2019/01/21 23:29:40.545" "2019/01/21 23:29:40.745"
"2019/01/21 23:29:52.545" "2019/01/21 23:29:52.745"
"2019/01/21 23:30:32.000" "2019/01/21 23:30:32.200"
"2019/01/21 23:30:44.000" "2019/01/21 23:30:44.200"
"2019/01/21 23:30:56.000" "2019/01/21 23:30:56.200"
"2019/01/21 23:31:08.000" "2019/01/21 23:31:08.200"
"2019/01/21 23:31:20.000" "2019/01/21 23:31:20.200"
"2019/01/21 23:31:32.000" "2019/01/21 23:31:32.200"
"2019/01/21 23:31:44.000" "2019/01/21 23:31:44.200"
"2019/01/21 23:31:56.000" "2019/01/21 23:31:56.200"
"2019/01/21 23:32:08.000" "2019/01/21 23:32:08.200"
